DR_NO;Date Rptd;AREA NAME;Crm Cd Desc
201604873;01/22/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
201608072;04/14/2020 12:00:00 AM;Foothill   ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201607352;03/23/2020 12:00:00 AM;Foothill   ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201611049;07/13/2020 12:00:00 AM;Foothill   ;BURGLARY                                                
201610865;07/08/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
201605445;02/03/2020 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
201609700;06/04/2020 12:00:00 AM;Foothill   ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
201612563;09/03/2020 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201615212;11/30/2020 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201609119;05/16/2020 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
201607004;03/12/2020 12:00:00 AM;Foothill   ;THEFT PLAIN - PETTY ($950 & UNDER)                      
201610183;06/19/2020 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
201613168;09/24/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
201609497;05/27/2020 12:00:00 AM;Foothill   ;BURGLARY FROM VEHICLE                                   
201600870;12/09/2020 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
201612058;08/17/2020 12:00:00 AM;Foothill   ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201608304;04/21/2020 12:00:00 AM;Foothill   ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
201605217;01/30/2020 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
201605736;01/09/2020 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
201613647;10/09/2020 12:00:00 AM;Foothill   ;BURGLARY, ATTEMPTED                                     
201609044;05/14/2020 12:00:00 AM;Foothill   ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201608303;04/21/2020 12:00:00 AM;Foothill   ;THEFT PLAIN - PETTY ($950 & UNDER)                      
201608271;04/18/2020 12:00:00 AM;Foothill   ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
211609455;07/08/2021 12:00:00 AM;Foothill   ;SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ
201608130;04/16/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
201613178;09/23/2020 12:00:00 AM;Foothill   ;ATTEMPTED ROBBERY                                       
201611434;07/27/2020 12:00:00 AM;Foothill   ;THEFT PLAIN - PETTY ($950 & UNDER)                      
201615672;12/15/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
201614141;10/21/2020 12:00:00 AM;Foothill   ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
201608305;04/21/2020 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201600663;05/20/2020 12:00:00 AM;Foothill   ;BUNCO, GRAND THEFT                                      
201611448;07/27/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
201613335;09/28/2020 12:00:00 AM;Foothill   ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
201614998;11/23/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
201607186;03/16/2020 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
201610960;07/11/2020 12:00:00 AM;Foothill   ;BURGLARY                                                
201606456;02/29/2020 12:00:00 AM;Foothill   ;RESISTING ARREST                                        
201610699;07/03/2020 12:00:00 AM;Foothill   ;BURGLARY                                                
201609405;05/25/2020 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
201611416;07/26/2020 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
201611357;07/21/2020 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
201600838;11/09/2020 12:00:00 AM;Foothill   ;BURGLARY FROM VEHICLE                                   
201612001;08/16/2020 12:00:00 AM;Foothill   ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
201611972;08/14/2020 12:00:00 AM;Foothill   ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
201616114;12/29/2020 12:00:00 AM;Foothill   ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201608252;04/21/2020 12:00:00 AM;Foothill   ;INTIMATE PARTNER - AGGRAVATED ASSAULT                   
201614947;11/21/2020 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
201612349;08/28/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
201613657;10/09/2020 12:00:00 AM;Foothill   ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
201609070;05/14/2020 12:00:00 AM;Foothill   ;VIOLATION OF RESTRAINING ORDER                          
201613147;09/23/2020 12:00:00 AM;Foothill   ;THEFT PLAIN - PETTY ($950 & UNDER)                      
201610977;07/12/2020 12:00:00 AM;Foothill   ;ROBBERY                                                 
201613483;10/04/2020 12:00:00 AM;Foothill   ;VEHICLE - ATTEMPT STOLEN                                
201609143;05/17/2020 12:00:00 AM;Foothill   ;BURGLARY                                                
201613527;10/05/2020 12:00:00 AM;Foothill   ;BATTERY POLICE (SIMPLE)                                 
201613562;10/06/2020 12:00:00 AM;Foothill   ;TRESPASSING                                             
201612541;09/02/2020 12:00:00 AM;Foothill   ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
201605284;01/31/2020 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
201610853;07/07/2020 12:00:00 AM;Foothill   ;BUNCO, PETTY THEFT                                      
201610226;06/21/2020 12:00:00 AM;Foothill   ;CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT                 
201615085;11/25/2020 12:00:00 AM;Foothill   ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
201604813;01/19/2020 12:00:00 AM;Foothill   ;BURGLARY                                                
201607662;04/01/2020 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
201606094;02/19/2020 12:00:00 AM;Foothill   ;SHOTS FIRED AT INHABITED DWELLING                       
201608550;04/28/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
211604066;01/01/2021 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
201610641;07/01/2020 12:00:00 AM;Foothill   ;THEFT PLAIN - PETTY ($950 & UNDER)                      
201605908;02/08/2020 12:00:00 AM;Foothill   ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
201611610;08/01/2020 12:00:00 AM;Foothill   ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
201608974;05/11/2020 12:00:00 AM;Foothill   ;OTHER ASSAULT                                           
201609047;05/14/2020 12:00:00 AM;Foothill   ;BURGLARY FROM VEHICLE                                   
201614414;11/04/2020 12:00:00 AM;Foothill   ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201605098;01/27/2020 12:00:00 AM;Foothill   ;BURGLARY FROM VEHICLE                                   
201609328;05/22/2020 12:00:00 AM;Foothill   ;BURGLARY FROM VEHICLE                                   
201600887;12/26/2020 12:00:00 AM;Foothill   ;LEWD/LASCIVIOUS ACTS WITH CHILD                         
201605807;02/07/2020 12:00:00 AM;Foothill   ;LETTERS, LEWD  -  TELEPHONE CALLS, LEWD                 
201610962;07/11/2020 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201609470;05/26/2020 12:00:00 AM;Foothill   ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201615251;11/30/2020 12:00:00 AM;Foothill   ;ATTEMPTED ROBBERY                                       
201614641;11/10/2020 12:00:00 AM;Foothill   ;BURGLARY                                                
201611618;08/02/2020 12:00:00 AM;Foothill   ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
201609232;05/19/2020 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
201600695;06/21/2020 12:00:00 AM;Foothill   ;INTIMATE PARTNER - AGGRAVATED ASSAULT                   
201606360;02/27/2020 12:00:00 AM;Foothill   ;BURGLARY                                                
201609103;05/15/2020 12:00:00 AM;Foothill   ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
211609588;07/13/2021 12:00:00 AM;Foothill   ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
211605466;02/21/2021 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
201608868;05/08/2020 12:00:00 AM;Foothill   ;BRANDISH WEAPON                                         
201614921;11/20/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
201611589;06/19/2020 12:00:00 AM;Foothill   ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
201609054;05/14/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
201615887;12/21/2020 12:00:00 AM;Foothill   ;INTIMATE PARTNER - AGGRAVATED ASSAULT                   
201607119;03/14/2020 12:00:00 AM;Foothill   ;CONTEMPT OF COURT                                       
201605774;02/12/2020 12:00:00 AM;Foothill   ;THEFT PLAIN - PETTY ($950 & UNDER)                      
201604961;01/24/2020 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201611321;07/23/2020 12:00:00 AM;Foothill   ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
201604767;01/19/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
201613515;10/05/2020 12:00:00 AM;Foothill   ;BUNCO, GRAND THEFT                                      
201609909;06/11/2020 12:00:00 AM;Foothill   ;CONTEMPT OF COURT                                       
201613612;10/08/2020 12:00:00 AM;Foothill   ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201612113;08/19/2020 12:00:00 AM;Foothill   ;CHILD ANNOYING (17YRS & UNDER)                          
201614573;11/08/2020 12:00:00 AM;Foothill   ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201606855;03/07/2020 12:00:00 AM;Foothill   ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201612991;09/16/2020 12:00:00 AM;Foothill   ;LETTERS, LEWD  -  TELEPHONE CALLS, LEWD                 
201605247;01/29/2020 12:00:00 AM;Foothill   ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
201610984;07/12/2020 12:00:00 AM;Foothill   ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
201605311;02/02/2020 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
201610338;06/23/2020 12:00:00 AM;Foothill   ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
201613026;09/18/2020 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201608084;04/14/2020 12:00:00 AM;Foothill   ;BURGLARY FROM VEHICLE                                   
201606056;02/19/2020 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
201616041;12/27/2020 12:00:00 AM;Foothill   ;BURGLARY FROM VEHICLE                                   
201605708;02/10/2020 12:00:00 AM;Foothill   ;OTHER MISCELLANEOUS CRIME                               
201609488;05/28/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
201600664;05/22/2020 12:00:00 AM;Foothill   ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
201612899;09/15/2020 12:00:00 AM;Foothill   ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
201611431;07/15/2020 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
201604473;01/13/2020 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
201611998;08/16/2020 12:00:00 AM;Foothill   ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201610515;06/29/2020 12:00:00 AM;Foothill   ;THEFT PLAIN - PETTY ($950 & UNDER)                      
201608651;05/01/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
201612267;08/24/2020 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
201615461;12/07/2020 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
201608840;05/07/2020 12:00:00 AM;Foothill   ;DISCHARGE FIREARMS/SHOTS FIRED                          
201612163;08/21/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
201614485;11/05/2020 12:00:00 AM;Foothill   ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201615243;11/30/2020 12:00:00 AM;Foothill   ;BURGLARY                                                
201614188;10/25/2020 12:00:00 AM;Foothill   ;BURGLARY                                                
201612754;09/10/2020 12:00:00 AM;Foothill   ;ROBBERY                                                 
201612467;08/31/2020 12:00:00 AM;Foothill   ;BURGLARY FROM VEHICLE                                   
201615852;12/20/2020 12:00:00 AM;Foothill   ;FALSE POLICE REPORT                                     
201604457;01/13/2020 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201606713;03/04/2020 12:00:00 AM;Foothill   ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
201614812;11/16/2020 12:00:00 AM;Foothill   ;VIOLATION OF RESTRAINING ORDER                          
201614526;11/06/2020 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
201609428;05/26/2020 12:00:00 AM;Foothill   ;CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER)
201608141;04/14/2020 12:00:00 AM;Foothill   ;CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT                 
201614778;11/16/2020 12:00:00 AM;Foothill   ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
201614893;11/18/2020 12:00:00 AM;Foothill   ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
201608500;04/27/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
201609834;06/10/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
201604538;01/14/2020 12:00:00 AM;Foothill   ;VIOLATION OF RESTRAINING ORDER                          
201605631;02/06/2020 12:00:00 AM;Foothill   ;TRESPASSING                                             
201606354;02/26/2020 12:00:00 AM;Foothill   ;BURGLARY                                                
201600624;04/04/2020 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201605403;02/03/2020 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201610130;06/17/2020 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
201614400;11/03/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
201615041;11/24/2020 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
201608211;04/18/2020 12:00:00 AM;Foothill   ;CRIMINAL HOMICIDE                                       
201606182;02/22/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
201614102;10/22/2020 12:00:00 AM;Foothill   ;BURGLARY, ATTEMPTED                                     
201615131;11/28/2020 12:00:00 AM;Foothill   ;BURGLARY, ATTEMPTED                                     
201606308;02/25/2020 12:00:00 AM;Foothill   ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
201611479;07/09/2020 12:00:00 AM;Foothill   ;SEXUAL PENETRATION W/FOREIGN OBJECT                     
201608719;05/02/2020 12:00:00 AM;Foothill   ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201608233;04/20/2020 12:00:00 AM;Foothill   ;INTIMATE PARTNER - SIMPLE ASSAULT                       
211610469;08/11/2021 12:00:00 AM;Foothill   ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
201606251;02/24/2020 12:00:00 AM;Foothill   ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
201604023;01/01/2020 12:00:00 AM;Foothill   ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
201614394;11/02/2020 12:00:00 AM;Foothill   ;BURGLARY FROM VEHICLE                                   
201613914;10/16/2020 12:00:00 AM;Foothill   ;OTHER MISCELLANEOUS CRIME                               
